Time,TT
2015-07-02T10:09:52,24.0
2015-07-02T10:48:49,24.0
2015-07-02T11:32:32,30.0
2015-07-02T12:10:50,29.0
2015-07-02T12:50:52,21.0
2015-07-02T13:33:58,28.0
2015-07-02T14:12:30,27.0
2015-07-02T14:54:04,30.0
2015-07-02T15:32:09,20.0
2015-07-02T16:07:25,23.0
2015-07-02T16:49:44,33.0
2015-07-02T17:35:30,27.0
2015-07-02T18:15:49,27.0
2015-07-02T19:05:13,30.0
2015-07-02T19:42:50,42.0
2015-07-02T06:06:05,30.0
2015-07-02T06:45:01,26.0
2015-07-02T07:28:07,23.0
2015-07-02T08:09:38,22.0
2015-07-02T08:48:33,30.0
2015-07-02T09:29:43,22.0
2015-07-06T10:42:09,20.0
2015-07-06T11:10:01,21.0
2015-07-06T11:50:03,23.0
2015-07-06T12:28:54,25.0
2015-07-06T13:10:29,18.0
2015-07-06T13:47:40,18.0
2015-07-06T14:26:24,19.0
2015-07-06T15:09:29,18.0
2015-07-06T15:48:22,25.0
2015-07-06T16:30:53,23.0
2015-07-06T17:09:36,29.0
2015-07-06T17:51:12,30.0
2015-07-06T18:34:42,19.0
2015-07-06T19:09:44,29.0
2015-07-06T19:46:59,19.0
2015-07-06T20:14:44,24.0
2015-07-06T20:46:40,16.0
2015-07-06T21:15:14,24.0
2015-07-06T21:46:26,24.0
2015-07-06T22:14:35,24.0
2015-07-06T22:46:10,25.0
2015-07-06T23:16:04,24.0
2015-07-06T06:25:21,23.0
2015-07-06T07:09:15,27.0
2015-07-06T07:48:37,24.0
2015-07-06T08:26:58,38.0
2015-07-06T09:06:38,24.0
2015-07-06T09:49:41,25.0
2015-07-07T10:14:33,25.0
2015-07-07T10:48:07,18.0
2015-07-07T11:31:07,19.0
2015-07-07T12:11:48,27.0
2015-07-07T12:48:35,21.0
2015-07-07T13:33:32,22.0
2015-07-07T14:13:07,21.0
2015-07-07T14:53:19,25.0
2015-07-07T15:34:18,11.0
2015-07-07T16:08:11,17.0
2015-07-07T16:48:23,30.0
2015-07-07T17:31:07,30.0
2015-07-07T18:09:56,19.0
2015-07-07T18:47:49,14.0
2015-07-07T19:30:09,23.0
2015-07-07T06:06:40,36.0
2015-07-07T06:45:42,19.0
2015-07-07T07:27:34,17.0
2015-07-07T08:09:24,27.0
2015-07-07T08:50:49,18.0
2015-07-07T09:28:45,18.0
2015-07-10T10:08:53,21.0
2015-07-10T10:50:49,19.0
2015-07-10T11:29:14,30.0
2015-07-10T12:09:24,20.0
2015-07-10T12:47:09,14.0
2015-07-10T13:30:51,25.0
2015-07-10T14:10:26,20.0
2015-07-10T14:53:28,35.0
2015-07-10T15:31:42,24.0
2015-07-10T16:09:22,25.0
2015-07-10T16:48:57,28.0
2015-07-10T17:31:16,28.0
2015-07-10T18:09:37,17.0
2015-07-10T18:52:42,24.0
2015-07-10T19:30:22,18.0
2015-07-10T06:05:59,30.0
2015-07-10T06:45:36,24.0
2015-07-10T07:27:39,26.0
2015-07-10T08:06:41,30.0
2015-07-10T08:50:29,23.0
2015-07-10T09:30:54,22.0
2015-07-13T10:30:30,28.0
2015-07-13T11:08:27,26.0
2015-07-13T11:51:05,20.0
2015-07-13T12:27:18,30.0
2015-07-13T13:07:50,17.0
2015-07-13T13:47:54,21.0
2015-07-13T14:26:46,22.0
2015-07-13T15:06:22,24.0
2015-07-13T15:51:59,30.0
2015-07-13T16:30:04,28.0
2015-07-13T17:11:51,24.0
2015-07-13T17:49:43,28.0
2015-07-13T18:34:20,30.0
2015-07-13T19:09:06,28.0
2015-07-13T19:47:26,28.0
2015-07-13T20:16:10,31.0
2015-07-13T20:47:48,32.0
2015-07-13T21:17:10,27.0
2015-07-13T21:45:58,29.0
2015-07-13T22:15:56,18.0
2015-07-13T22:45:58,24.0
2015-07-13T23:16:28,30.0
2015-07-13T06:25:47,26.0
2015-07-13T07:06:33,25.0
2015-07-13T07:48:24,26.0
2015-07-13T08:28:17,19.0
2015-07-13T09:07:50,18.0
2015-07-13T09:49:26,23.0
2015-07-16T10:29:17,12.0
2015-07-16T11:09:06,30.0
2015-07-16T11:50:22,30.0
2015-07-16T12:30:21,16.0
2015-07-16T13:07:15,30.0
2015-07-16T13:48:06,26.0
2015-07-16T14:26:41,30.0
2015-07-16T15:07:24,31.0
2015-07-16T15:50:15,25.0
2015-07-16T16:30:59,27.0
2015-07-16T17:11:49,24.0
2015-07-16T17:51:05,32.0
2015-07-16T18:34:34,18.0
2015-07-16T19:08:11,30.0
2015-07-16T19:46:47,28.0
2015-07-16T20:18:29,26.0
2015-07-16T20:46:12,28.0
2015-07-16T21:16:56,30.0
2015-07-16T21:47:24,17.0
2015-07-16T22:17:48,13.0
2015-07-16T22:48:39,18.0
2015-07-16T23:16:42,22.0
2015-07-16T06:28:28,30.0
2015-07-16T07:07:56,18.0
2015-07-16T07:48:25,26.0
2015-07-16T08:29:05,17.0
2015-07-16T09:07:01,15.0
2015-07-16T09:49:38,22.0
2015-07-18T10:51:05,17.0
2015-07-18T11:31:23,17.0
2015-07-18T12:10:43,26.0
2015-07-18T13:29:30,24.0
2015-07-18T14:03:37,30.0
2015-07-18T14:37:48,17.0
2015-07-18T15:08:25,31.0
2015-07-18T15:49:40,29.0
2015-07-18T16:19:15,21.0
2015-07-18T16:49:31,22.0
2015-07-18T17:17:34,19.0
2015-07-18T17:48:55,27.0
2015-07-18T18:18:02,23.0
2015-07-18T18:49:24,25.0
2015-07-18T19:18:04,28.0
2015-07-18T19:53:29,29.0
2015-07-18T20:24:26,19.0
2015-07-18T20:52:28,24.0
2015-07-18T21:20:08,32.0
2015-07-18T21:48:33,48.0
2015-07-18T22:17:20,30.0
2015-07-18T22:47:20,18.0
2015-07-18T23:17:06,18.0
2015-07-18T08:19:53,18.0
2015-07-18T08:54:45,30.0
2015-07-18T09:28:29,19.0
2015-07-18T10:07:40,14.0
2015-07-20T10:11:46,18.0
2015-07-20T10:52:53,28.0
